;Datasets;Products;Chemistry Version;Additional Applications;Software;Pipeline Version;Subpipeline;Species;Disease State;Anatomical entity;Cells or nuclei;Cell Nuclei count;Preservation Method;Staining Method;Selected Cell Types;Biomaterial type;Cell line;Feature Barcode;Donor count;Development Stage;10x Instrument(s);Publish Date;dataset_link;Replicate;input_links;output_links;tech;organ;date;uid_old;id;rep;uid
10;Visium HD Spatial Gene Expression Library, Human Colorectal Cancer (FFPE);HD Spatial Gene Expression;v1;unknown;Space Ranger;v3.0.0;spaceranger count;Human;Colorectal cancer;Colon;unknown;unknown;FFPE;H&E;unknown;Specimen from Organism, Imaged Specimen;unknown;unknown;1;adult;Visium CytAssist;2024-03-25;https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-human-crc;nan;"[{""name"": ""CytAssist image"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_image.tif""}, {""name"": ""Microscope image"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_tissue_image.btf""}, {""name"": ""Loupe alignment file"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_alignment_file.json""}, {""name"": ""FASTQs"", ""url"": ""https://s3-us-west-2.amazonaws.com/10x.files/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_fastqs.tar""}, {""name"": ""Probe Set CSV"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_probe_set.csv""}, {""name"": ""Slide layout file"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_slide_file.vlf""}]";"[{""name"": ""Web Summary HTML"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_web_summary.html""}, {""name"": ""Loupe file"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_cloupe_008um.cloupe""}, {""name"": ""Feature slice H5"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_feature_slice.h5""}, {""name"": ""Metrics summary CSV"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_metrics_summary.csv""}, {""name"": ""Molecule info H5"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_molecule_info.h5""}, {""name"": ""Spatial outputs"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_spatial.tar.gz""}, {""name"": ""2 micron square outputs"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_square_002um_outputs.tar.gz""}, {""name"": ""8 micron binned outputs"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_square_008um_outputs.tar.gz""}, {""name"": ""16 micron binned outputs"", ""url"": ""https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_square_016um_outputs.tar.gz""}]";VisiumHD;colon;20240325;6dl1f;107z9__10X__VisiumHD__Human__colon__20240325__v3.0.0;nan;107z9
11;Fresh Frozen Mouse Colon with Xenium Multimodal Cell Segmentation;In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v2.0.0;unknown;Mouse;unknown;colon;cells;unknown;Fresh Frozen;unknown;unknown;Specimen from Organism;unknown;unknown;1;adult;Xenium Analyzer;2024-03-19;https://www.10xgenomics.com/datasets/fresh-frozen-mouse-colon-with-xenium-multimodal-cell-segmentation-1-standard;nan;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_mouse_Colon_FF/Xenium_V1_mouse_Colon_FF_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_mouse_Colon_FF/Xenium_V1_mouse_Colon_FF_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_mouse_Colon_FF/Xenium_V1_mouse_Colon_FF_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_mouse_Colon_FF/Xenium_V1_mouse_Colon_FF_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_mouse_Colon_FF/Xenium_V1_mouse_Colon_FF_xe_outs.zip""}]";Xenium;colon;20240319;a680h;10sja__10X__Xenium__Mouse__colon__20240319__v2.0.0;nan;10sja
12;FFPE Human Pancreas with Xenium Multimodal Cell Segmentation;In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v2.0.0;unknown;Human;unknown;pancreas;cells;unknown;FFPE;unknown;unknown;Specimen from Organism;unknown;unknown;1;adult;Xenium Analyzer;2024-03-19;https://www.10xgenomics.com/datasets/ffpe-human-pancreas-with-xenium-multimodal-cell-segmentation-1-standard;nan;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_human_Pancreas_FFPE/Xenium_V1_human_Pancreas_FFPE_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_human_Pancreas_FFPE/Xenium_V1_human_Pancreas_FFPE_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_human_Pancreas_FFPE/Xenium_V1_human_Pancreas_FFPE_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_human_Pancreas_FFPE/Xenium_V1_human_Pancreas_FFPE_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_human_Pancreas_FFPE/Xenium_V1_human_Pancreas_FFPE_xe_outs.zip""}]";Xenium;pancreas;20240319;aylse;10i70__10X__Xenium__Human__pancreas__20240319__v2.0.0;nan;10i70
13;Human Tonsil Data with Xenium Human Multi-Tissue and Cancer Panel;In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v1.9.0;unknown;Human;follicular hyperplasia;tonsil;cells;unknown;FFPE;unknown;unknown;Specimen from Organism;unknown;unknown;2;adult;Xenium Analyzer;2024-03-05;https://www.10xgenomics.com/datasets/human-tonsil-data-xenium-human-multi-tissue-and-cancer-panel-1-standard;Reactive follicular hyperplasia;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/1.9.0/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE_xe_outs.zip""}]";Xenium;tonsil;20240305;twgn1;10arp__10X__Xenium__Human__tonsil__20240305__v1.9.0__Reactivefollicularhyperplasia;Reactivefollicularhyperplasia;10arp
14;Human Tonsil Data with Xenium Human Multi-Tissue and Cancer Panel;In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v1.9.0;unknown;Human;follicular hyperplasia;tonsil;cells;unknown;FFPE;unknown;unknown;Specimen from Organism;unknown;unknown;2;adult;Xenium Analyzer;2024-03-05;https://www.10xgenomics.com/datasets/human-tonsil-data-xenium-human-multi-tissue-and-cancer-panel-1-standard;Follicular lymphoid hyperplasia;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/1.9.0/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE_xe_outs.zip""}]";Xenium;tonsil;20240305;i3vq9;1020d__10X__Xenium__Human__tonsil__20240305__v1.9.0__Follicularlymphoidhyperplasia;Follicularlymphoidhyperplasia;1020d
15;Human Skin Data with Xenium Human Multi-Tissue and Cancer Panel;In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v1.9.0;unknown;Human;healthy;skin;cells;unknown;FFPE;unknown;unknown;Specimen from Organism;unknown;unknown;2;adult;Xenium Analyzer;2024-03-05;https://www.10xgenomics.com/datasets/human-skin-data-xenium-human-multi-tissue-and-cancer-panel-1-standard;Sample 1;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hSkin_nondiseased_section_1_FFPE/Xenium_V1_hSkin_nondiseased_section_1_FFPE_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hSkin_nondiseased_section_1_FFPE/Xenium_V1_hSkin_nondiseased_section_1_FFPE_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hSkin_nondiseased_section_1_FFPE/Xenium_V1_hSkin_nondiseased_section_1_FFPE_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hSkin_nondiseased_section_1_FFPE/Xenium_V1_hSkin_nondiseased_section_1_FFPE_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hSkin_nondiseased_section_1_FFPE/Xenium_V1_hSkin_nondiseased_section_1_FFPE_xe_outs.zip""}]";Xenium;skin;20240305;emmt4;10k3x__10X__Xenium__Human__skin__20240305__v1.9.0__Sample1;Sample1;10k3x
16;Human Skin Data with Xenium Human Multi-Tissue and Cancer Panel;In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v1.9.0;unknown;Human;healthy;skin;cells;unknown;FFPE;unknown;unknown;Specimen from Organism;unknown;unknown;2;adult;Xenium Analyzer;2024-03-05;https://www.10xgenomics.com/datasets/human-skin-data-xenium-human-multi-tissue-and-cancer-panel-1-standard;Sample 2;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hSkin_nondiseased_section_2_FFPE/Xenium_V1_hSkin_nondiseased_section_2_FFPE_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hSkin_nondiseased_section_2_FFPE/Xenium_V1_hSkin_nondiseased_section_2_FFPE_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hSkin_nondiseased_section_2_FFPE/Xenium_V1_hSkin_nondiseased_section_2_FFPE_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hSkin_nondiseased_section_2_FFPE/Xenium_V1_hSkin_nondiseased_section_2_FFPE_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hSkin_nondiseased_section_2_FFPE/Xenium_V1_hSkin_nondiseased_section_2_FFPE_xe_outs.zip""}]";Xenium;skin;20240305;0bbcf;10ae2__10X__Xenium__Human__skin__20240305__v1.9.0__Sample2;Sample2;10ae2
17;Human Liver Data with Xenium Human Multi-Tissue and Cancer Panel;In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v1.9.0;unknown;Human;healthy, liver cancer;liver;cells;unknown;FFPE;unknown;unknown;Specimen from Organism;unknown;unknown;2;adult;Xenium Analyzer;2024-03-05;https://www.10xgenomics.com/datasets/human-liver-data-xenium-human-multi-tissue-and-cancer-panel-1-standard;Non-diseased;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hLiver_nondiseased_section_FFPE/Xenium_V1_hLiver_nondiseased_section_FFPE_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hLiver_nondiseased_section_FFPE/Xenium_V1_hLiver_nondiseased_section_FFPE_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hLiver_nondiseased_section_FFPE/Xenium_V1_hLiver_nondiseased_section_FFPE_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hLiver_nondiseased_section_FFPE/Xenium_V1_hLiver_nondiseased_section_FFPE_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hLiver_nondiseased_section_FFPE/Xenium_V1_hLiver_nondiseased_section_FFPE_xe_outs.zip""}]";Xenium;liver;20240305;ic0bo;1074f__10X__Xenium__Human__liver__20240305__v1.9.0__Non-diseased;Non-diseased;1074f
18;Human Liver Data with Xenium Human Multi-Tissue and Cancer Panel;In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v1.9.0;unknown;Human;healthy, liver cancer;liver;cells;unknown;FFPE;unknown;unknown;Specimen from Organism;unknown;unknown;2;adult;Xenium Analyzer;2024-03-05;https://www.10xgenomics.com/datasets/human-liver-data-xenium-human-multi-tissue-and-cancer-panel-1-standard;Liver cancer;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hLiver_cancer_section_FFPE/Xenium_V1_hLiver_cancer_section_FFPE_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hLiver_cancer_section_FFPE/Xenium_V1_hLiver_cancer_section_FFPE_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hLiver_cancer_section_FFPE/Xenium_V1_hLiver_cancer_section_FFPE_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hLiver_cancer_section_FFPE/Xenium_V1_hLiver_cancer_section_FFPE_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hLiver_cancer_section_FFPE/Xenium_V1_hLiver_cancer_section_FFPE_xe_outs.zip""}]";Xenium;liver;20240305;x3fho;108dr__10X__Xenium__Human__liver__20240305__v1.9.0__Livercancer;Livercancer;108dr
19;Human Heart Data with Xenium Human Multi-Tissue and Cancer Panel;In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v1.9.0;unknown;Human;healthy;heart;cells;unknown;FFPE;unknown;unknown;Specimen from Organism;unknown;unknown;1;adult;Xenium Analyzer;2024-03-05;https://www.10xgenomics.com/datasets/human-heart-data-xenium-human-multi-tissue-and-cancer-panel-1-standard;nan;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hHeart_nondiseased_section_FFPE/Xenium_V1_hHeart_nondiseased_section_FFPE_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hHeart_nondiseased_section_FFPE/Xenium_V1_hHeart_nondiseased_section_FFPE_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hHeart_nondiseased_section_FFPE/Xenium_V1_hHeart_nondiseased_section_FFPE_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hHeart_nondiseased_section_FFPE/Xenium_V1_hHeart_nondiseased_section_FFPE_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_hHeart_nondiseased_section_FFPE/Xenium_V1_hHeart_nondiseased_section_FFPE_xe_outs.zip""}]";Xenium;heart;20240305;gsyej;10wmu__10X__Xenium__Human__heart__20240305__v1.9.0;nan;10wmu
20;Preview Data: FFPE Human Lung Cancer with Xenium Multimodal Cell Segmentation;In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v2.0.0;unknown;Human;lung cancer;lung;cells;unknown;FFPE;unknown;unknown;Specimen from Organism;unknown;unknown;1;adult;Xenium Analyzer;2024-02-05;https://www.10xgenomics.com/datasets/preview-data-ffpe-human-lung-cancer-with-xenium-multimodal-cell-segmentation-1-standard;nan;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_humanLung_Cancer_FFPE/Xenium_V1_humanLung_Cancer_FFPE_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_humanLung_Cancer_FFPE/Xenium_V1_humanLung_Cancer_FFPE_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_humanLung_Cancer_FFPE/Xenium_V1_humanLung_Cancer_FFPE_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_humanLung_Cancer_FFPE/Xenium_V1_humanLung_Cancer_FFPE_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_humanLung_Cancer_FFPE/Xenium_V1_humanLung_Cancer_FFPE_xe_outs.zip""}]";Xenium;lung;20240205;rqu2u;10uxy__10X__Xenium__Human__lung__20240205__v2.0.0;nan;10uxy
21;Human Skin Preview Data (Xenium Human Skin Gene Expression Panel with Custom Add-On);In Situ Gene Expression;v1;unknown;Xenium Onboard Analysis;v1.7.0;unknown;Human;cancer (melanoma);skin;cells;unknown;FFPE;unknown;unknown;Specimen from Organism;unknown;unknown;1;adult;Xenium Analyzer;2023-12-07;https://www.10xgenomics.com/datasets/human-skin-preview-data-xenium-human-skin-gene-expression-panel-add-on-1-standard;nan;"[{""name"": ""Panel (JSON)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.7.0/Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE/Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE_gene_panel.json""}, {""name"": ""Supplemental: Post-Xenium H&E image (OME-TIFF)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.7.0/Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE/Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE_he_image.ome.tif""}, {""name"": ""Supplemental: H&E Image Alignment File (CSV)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.7.0/Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE/Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE_he_imagealignment.csv""}]";"[{""name"": ""Format details"", ""url"": ""/support/software/xenium-onboard-analysis/latest/analysis/xoa-output-at-a-glance""}, {""name"": ""Xenium Output Bundle (full)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.7.0/Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE/Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE_outs.zip""}, {""name"": ""Xenium Output Bundle (Xenium Explorer subset)"", ""url"": ""https://cf.10xgenomics.com/samples/xenium/1.7.0/Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE/Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE_xe_outs.zip""}]";Xenium;skin;20231207;6uvee;10zwi__10X__Xenium__Human__skin__20231207__v1.7.0;nan;10zwi
